input_image,output,flag,username,timestamp
/Users/hammad/Desktop/PhD_Course_Work/Semester_2/MLOps/Assignments/MLOps_Assi4/flagged/input_image/0fd583fdc77fd0f5fe7f0f566512d8c7f893f6d0/tmpg_vrvt2b.jpg,,,,2023-10-16 08:25:37.795432
